age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,c_jail_in,c_jail_out
23,F,African-American,Less than 25,Low,Male,2,0,4,1,1,8/30/2013 2:22,8/30/2013 7:59
20,F,African-American,Less than 25,Medium,Male,1,-1,7,1,1,12/16/2013 12:57,12/17/2013 9:57
31,F,African-American,25 - 45,High,Female,10,-3,8,0,0,2/7/2014 3:57,2/8/2014 9:36
24,F,Caucasian,Less than 25,High,Male,8,0,9,1,0,4/7/2013 3:41,5/14/2013 5:41
37,F,Caucasian,25 - 45,High,Female,2,-1,8,1,1,12/12/2014 5:58,12/13/2014 8:22
26,F,Caucasian,25 - 45,Low,Male,0,-1,3,0,0,4/4/2013 10:35,4/5/2013 1:26
29,F,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,4/14/2013 9:00,4/15/2013 8:50
41,M,African-American,25 - 45,Low,Male,4,0,1,1,1,12/15/2013 12:55,12/15/2013 1:51
37,F,African-American,25 - 45,Low,Male,0,-1,1,1,1,1/3/2014 9:10,1/4/2014 1:42
46,F,Caucasian,Greater than 45,Low,Male,2,-1,3,0,0,2/4/2013 7:51,2/5/2013 1:17
56,F,Caucasian,Greater than 45,Medium,Female,10,-1,5,1,1,1/30/2013 8:19,3/12/2013 9:04
23,F,African-American,Less than 25,Low,Male,0,-1,3,1,1,5/15/2013 4:59,5/16/2013 2:18
23,F,African-American,Less than 25,Medium,Female,1,-2,5,1,1,10/18/2014 7:18,10/20/2014 1:22
25,F,African-American,25 - 45,High,Male,0,0,8,1,1,2/2/2013 12:47,2/2/2013 7:48
24,F,African-American,Less than 25,Medium,Male,1,-1,7,1,1,9/5/2014 5:36,9/6/2014 9:48
26,M,Hispanic,25 - 45,Low,Male,1,-24,2,1,1,3/9/2013 6:53,3/10/2013 1:36
24,F,Caucasian,Less than 25,Medium,Male,2,-1,7,1,1,3/22/2013 8:49,4/1/2013 8:57
23,F,African-American,Less than 25,High,Male,0,-1,9,1,1,2/12/2013 4:51,2/27/2013 1:07
43,F,Caucasian,25 - 45,Low,Male,2,-26,1,0,0,2/15/2013 4:05,2/16/2013 5:59
53,M,Caucasian,Greater than 45,Low,Female,0,-2,1,0,0,9/11/2013 8:14,9/12/2013 6:57
24,F,African-American,Less than 25,Medium,Male,1,-1,6,1,1,12/2/2013 6:22,1/29/2014 3:18
28,F,African-American,25 - 45,Low,Male,0,0,4,0,0,3/13/2013 2:29,3/13/2013 8:19
21,F,Caucasian,Less than 25,Low,Male,1,-1,3,0,0,4/17/2013 3:21,4/18/2013 7:22
31,M,Other,25 - 45,Low,Male,0,-1,2,0,0,12/9/2013 7:40,12/18/2013 9:34
33,F,Caucasian,25 - 45,Medium,Male,3,0,7,1,1,11/4/2014 2:32,11/5/2014 4:10
35,F,African-American,25 - 45,Low,Female,1,-1,1,0,0,3/10/2014 7:27,3/11/2014 12:57
55,M,Caucasian,Greater than 45,Low,Male,3,0,3,0,0,4/6/2013 2:24,4/7/2013 6:31
50,M,Hispanic,Greater than 45,Medium,Male,9,-1,5,1,1,11/17/2013 10:51,12/16/2013 8:46
28,M,African-American,25 - 45,Low,Male,0,-2,3,0,0,7/8/2013 4:09,7/9/2013 1:46
44,M,Caucasian,25 - 45,Low,Male,0,-1,1,1,1,1/24/2014 5:19,1/26/2014 9:50
19,F,African-American,Less than 25,High,Male,3,22,10,1,1,5/13/2014 10:23,5/14/2014 6:00
23,M,Other,Less than 25,Medium,Male,2,-1,7,0,0,1/14/2013 7:27,2/28/2013 8:04
24,F,African-American,Less than 25,High,Male,3,0,8,1,1,12/29/2013 12:19,12/29/2013 2:11
50,F,Caucasian,Greater than 45,Low,Male,2,0,3,0,0,2/9/2013 2:34,2/10/2013 2:41
31,M,African-American,25 - 45,Low,Male,0,0,4,0,0,4/26/2013 12:08,5/18/2013 7:59
28,F,Caucasian,25 - 45,Low,Female,0,-1,4,1,1,10/15/2014 11:09,10/16/2014 2:16
42,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,11/19/2013 8:34,11/20/2013 9:27
21,M,African-American,Less than 25,High,Male,0,0,9,1,1,2/26/2014 1:14,6/3/2014 9:11
21,F,Caucasian,Less than 25,High,Male,0,0,8,1,1,9/14/2013 1:55,9/14/2013 7:27
24,M,Other,Less than 25,Low,Male,0,-1,4,1,1,2/27/2013 4:58,2/28/2013 7:58
31,F,Caucasian,25 - 45,Medium,Male,3,-1,5,1,1,2/14/2013 10:35,2/16/2013 1:33
23,M,Hispanic,Less than 25,Low,Male,0,0,3,0,0,1/7/2013 7:51,1/9/2013 9:11
27,F,Caucasian,25 - 45,High,Male,0,0,9,1,1,11/27/2013 2:31,11/27/2013 7:48
32,M,Other,25 - 45,Low,Male,0,0,2,0,0,12/9/2013 3:22,12/9/2013 9:18
28,F,African-American,25 - 45,Medium,Male,7,-1,5,1,1,3/21/2013 8:49,6/7/2013 5:49
67,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,4/28/2013 5:37,4/29/2013 6:49
32,F,African-American,25 - 45,Medium,Female,11,0,7,0,0,12/18/2013 2:14,12/18/2013 8:08
44,F,African-American,25 - 45,Low,Male,7,0,4,0,0,11/6/2013 1:43,11/7/2013 9:49
25,F,African-American,25 - 45,Low,Male,1,-24,4,1,1,2/24/2013 8:54,2/25/2013 1:56
30,M,African-American,25 - 45,High,Female,15,0,8,1,1,9/26/2013 1:16,9/27/2013 3:11
28,M,Caucasian,25 - 45,Low,Male,9,-1,4,0,0,10/12/2013 10:09,10/13/2013 7:27
27,F,African-American,25 - 45,Medium,Male,0,0,6,1,1,11/22/2013 4:41,11/25/2013 9:55
36,M,Other,25 - 45,Low,Male,8,-1,2,0,0,1/19/2013 5:26,1/21/2013 2:10
25,M,Caucasian,25 - 45,Low,Female,0,0,4,0,0,5/22/2013 1:26,5/24/2013 8:30
31,F,Caucasian,25 - 45,Medium,Male,5,-1,5,1,1,1/19/2014 6:50,1/20/2014 8:58
30,M,Caucasian,25 - 45,Low,Male,0,0,1,1,1,12/13/2013 2:27,12/13/2013 8:22
33,F,African-American,25 - 45,Low,Male,4,-9,2,0,0,10/13/2013 10:41,10/21/2013 9:18
38,M,Hispanic,25 - 45,Low,Male,0,0,1,0,0,10/15/2013 3:11,10/15/2013 7:48
26,M,African-American,25 - 45,Low,Male,1,0,3,1,1,3/6/2013 3:03,3/6/2013 6:33
52,F,Hispanic,Greater than 45,Low,Male,5,-1,3,1,1,4/2/2013 10:32,4/9/2013 7:06
22,M,Caucasian,Less than 25,Medium,Female,2,-1,7,1,1,11/19/2014 3:54,11/21/2014 9:26
50,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,2/24/2014 9:23,2/25/2014 9:04
58,F,Caucasian,Greater than 45,Low,Male,1,-1,1,1,1,12/31/2013 6:12,1/1/2014 1:31
34,M,Caucasian,25 - 45,Low,Male,3,-1,4,1,1,3/7/2013 8:25,3/8/2013 8:30
32,F,Caucasian,25 - 45,Low,Male,1,0,1,1,1,1/18/2014 4:24,1/18/2014 9:56
29,M,African-American,25 - 45,Low,Male,0,-1,1,1,1,3/6/2014 12:36,3/8/2014 3:37
27,M,African-American,25 - 45,Low,Male,0,0,1,0,0,9/8/2013 4:52,9/9/2013 1:35
39,F,Caucasian,25 - 45,Low,Male,5,-21,3,0,0,7/29/2013 5:42,8/17/2013 1:21
24,F,African-American,Less than 25,Low,Male,0,-1,3,0,0,12/29/2013 5:48,12/30/2013 8:21
38,M,African-American,25 - 45,Medium,Male,8,-1,7,0,0,2/2/2013 12:18,2/4/2013 3:00
52,F,Caucasian,Greater than 45,Low,Male,7,-23,2,0,0,11/9/2013 12:08,11/10/2013 7:41
56,M,African-American,Greater than 45,Low,Male,3,-27,2,1,1,10/4/2013 4:22,10/5/2013 7:07
46,F,Caucasian,Greater than 45,Medium,Male,7,0,6,1,1,1/17/2013 5:29,2/22/2013 8:22
38,F,Caucasian,25 - 45,Low,Male,5,-11,1,1,1,11/25/2013 8:29,11/28/2013 12:12
47,M,Caucasian,Greater than 45,Medium,Male,3,0,5,0,0,4/15/2013 6:04,6/17/2013 8:28
32,F,Caucasian,25 - 45,Low,Male,0,-7,1,0,0,4/9/2013 3:37,4/10/2013 2:15
34,M,African-American,25 - 45,Medium,Male,27,-1,7,0,0,4/5/2013 10:45,4/6/2013 7:30
42,F,African-American,25 - 45,Medium,Male,5,-1,6,0,0,11/25/2013 3:04,11/28/2013 2:16
35,M,African-American,25 - 45,Low,Female,0,-1,1,1,1,6/6/2014 2:25,6/8/2014 3:52
20,F,Caucasian,Less than 25,High,Male,0,-1,10,1,1,3/6/2014 9:33,3/13/2014 5:24
32,F,Caucasian,25 - 45,High,Female,2,-1,10,1,1,12/3/2014 12:14,1/5/2015 8:35
21,M,Caucasian,Less than 25,Medium,Male,0,-1,5,0,0,4/8/2013 11:48,4/9/2013 2:03
24,M,African-American,Less than 25,Low,Male,0,0,2,1,1,7/3/2014 2:46,7/4/2014 4:52
24,M,African-American,Less than 25,High,Male,1,-1,9,1,1,3/20/2013 7:27,7/22/2013 6:50
26,M,African-American,25 - 45,Low,Male,0,-1,3,1,1,9/12/2013 9:24,9/13/2013 8:09
52,F,Caucasian,Greater than 45,Low,Male,8,0,2,0,0,9/7/2013 1:01,10/16/2013 9:20
27,M,African-American,25 - 45,Low,Male,1,-1,2,0,0,8/9/2013 3:34,8/11/2013 9:11
27,M,Caucasian,25 - 45,Medium,Female,0,0,5,0,0,12/28/2013 11:18,12/29/2013 6:17
56,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,3/3/2014 4:19,3/4/2014 9:05
52,F,Caucasian,Greater than 45,High,Male,16,-4,9,1,1,10/12/2014 1:30,10/23/2014 3:05
37,F,African-American,25 - 45,Low,Male,3,-1,1,1,1,2/21/2013 6:34,2/22/2013 7:24
45,M,African-American,Greater than 45,Low,Male,0,-6,1,0,0,7/5/2013 6:13,7/5/2013 8:09
36,F,Caucasian,25 - 45,Medium,Female,3,-27,6,1,1,1/15/2014 10:03,2/11/2014 10:54
29,F,African-American,25 - 45,Low,Female,0,-3,2,0,0,12/13/2013 11:10,12/14/2013 1:25
21,F,Hispanic,Less than 25,Low,Male,0,-5,3,0,0,2/14/2013 6:57,2/15/2013 4:33
20,M,Other,Less than 25,Low,Male,3,-1,2,1,1,1/12/2014 7:51,1/13/2014 8:30
27,F,African-American,25 - 45,High,Male,11,-1,8,0,0,8/25/2013 8:21,8/30/2013 4:19
28,F,African-American,25 - 45,High,Male,11,0,8,1,1,4/6/2013 1:38,4/6/2013 8:09
38,M,African-American,25 - 45,Low,Male,4,-1,1,1,0,3/30/2013 10:14,3/31/2013 6:37
30,F,Other,25 - 45,Low,Male,0,-1,1,0,0,2/19/2013 7:44,2/20/2013 6:33
19,F,African-American,Less than 25,High,Female,1,-1,9,1,1,8/5/2014 7:05,10/13/2015 7:10
37,F,Caucasian,25 - 45,Low,Female,1,-1,1,0,0,9/11/2013 7:49,9/12/2013 8:10
34,M,African-American,25 - 45,Low,Male,0,-1,1,1,1,3/30/2013 6:53,4/1/2013 12:45
37,F,Caucasian,25 - 45,High,Male,7,-1,8,1,1,11/24/2014 11:24,2/2/2015 11:03
21,F,African-American,Less than 25,High,Male,1,-1,8,0,0,9/20/2013 7:24,9/21/2013 8:53
21,F,African-American,Less than 25,High,Male,0,-1,9,1,1,2/17/2013 11:03,2/24/2013 12:17
38,F,Caucasian,25 - 45,Low,Female,3,-1,4,0,0,12/30/2013 9:55,12/31/2013 7:52
47,M,African-American,Greater than 45,Low,Male,1,0,4,0,0,2/27/2014 2:05,2/28/2014 10:09
56,F,Caucasian,Greater than 45,Low,Male,3,-1,2,0,0,3/9/2013 6:43,9/16/2013 12:03
27,F,African-American,25 - 45,Medium,Male,2,-1,7,1,1,10/28/2013 3:58,7/1/2014 6:15
23,M,African-American,Less than 25,High,Male,0,-1,8,0,0,2/22/2013 5:25,2/23/2013 8:37
57,F,Caucasian,Greater than 45,Low,Male,0,-2,1,0,0,7/16/2013 9:13,7/18/2013 11:14
25,F,African-American,25 - 45,Medium,Male,9,-17,7,0,0,1/13/2014 12:56,1/26/2014 1:00
23,F,African-American,Less than 25,High,Female,2,16,10,1,1,3/2/2013 4:43,6/26/2013 8:30
32,F,African-American,25 - 45,High,Male,8,0,10,1,1,11/14/2014 1:26,11/16/2014 2:59
36,M,African-American,25 - 45,Medium,Female,2,-2,5,0,0,10/16/2013 5:52,10/17/2013 5:04
41,M,African-American,25 - 45,Medium,Male,5,-1,5,0,0,2/6/2014 5:13,2/7/2014 1:43
39,F,Other,25 - 45,Low,Female,0,-1,1,0,0,5/23/2013 8:14,5/24/2013 11:46
21,F,African-American,Less than 25,Medium,Male,1,-1,6,1,1,8/28/2013 11:29,8/30/2013 1:35
31,M,African-American,25 - 45,Low,Male,2,-1,4,0,0,4/28/2013 2:35,4/30/2013 3:26
37,M,Caucasian,25 - 45,Low,Male,0,-2,1,0,0,2/2/2013 9:07,2/3/2013 8:50
27,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,2/6/2013 10:17,2/8/2013 6:25
22,F,African-American,Less than 25,Low,Male,2,-22,4,1,1,6/2/2014 3:27,6/18/2014 3:29
59,F,Caucasian,Greater than 45,Low,Male,2,-19,1,0,0,11/3/2013 10:51,11/22/2013 6:16
33,F,African-American,25 - 45,High,Female,0,-1,9,1,1,12/12/2014 2:02,1/10/2015 9:56
43,F,African-American,25 - 45,Low,Female,2,-1,3,0,0,5/16/2013 6:12,5/18/2013 8:14
25,F,Caucasian,25 - 45,Low,Male,5,-1,4,1,1,3/22/2014 12:13,7/2/2014 9:22
23,F,African-American,Less than 25,Medium,Male,3,-1,5,1,1,2/12/2014 12:02,2/16/2014 8:21
43,M,Caucasian,25 - 45,Low,Female,3,9,2,1,1,8/8/2013 6:27,8/9/2013 6:29
56,M,Caucasian,Greater than 45,Low,Male,9,-24,1,1,1,10/24/2014 11:21,11/13/2014 5:30
20,F,African-American,Less than 25,High,Female,1,-1,8,1,1,10/2/2014 9:50,10/6/2014 9:27
50,M,African-American,Greater than 45,Medium,Male,2,-28,5,1,1,2/5/2013 5:29,2/6/2013 1:46
54,M,Caucasian,Greater than 45,Low,Female,1,-4,2,0,0,4/28/2013 4:26,5/1/2013 6:20
20,F,African-American,Less than 25,High,Male,1,-1,10,1,1,6/23/2014 3:15,6/25/2014 2:40
36,M,Other,25 - 45,Low,Male,3,-1,4,1,1,11/4/2013 12:26,12/20/2013 9:17
36,F,African-American,25 - 45,Medium,Female,3,0,6,1,1,11/10/2014 3:13,11/10/2014 7:25
56,M,African-American,Greater than 45,Low,Male,0,-1,4,0,0,5/3/2013 2:27,5/5/2013 1:57
25,F,African-American,25 - 45,High,Male,2,-1,9,1,0,5/28/2013 5:50,5/29/2013 7:54
42,F,Caucasian,25 - 45,Low,Female,1,-1,3,1,1,11/6/2013 1:03,11/27/2013 7:23
48,F,African-American,Greater than 45,Medium,Male,4,-1,6,0,0,2/7/2014 8:43,2/8/2014 10:23
34,M,African-American,25 - 45,High,Male,21,-1,10,1,1,12/7/2013 10:49,12/13/2013 5:26
28,F,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,4/13/2013 9:40,4/14/2013 2:57
32,F,Caucasian,25 - 45,Low,Male,1,-1,3,0,0,11/16/2013 1:11,11/17/2013 8:28
31,F,Caucasian,25 - 45,Low,Female,2,-1,1,0,0,3/10/2014 11:24,3/12/2014 3:59
24,F,African-American,Less than 25,High,Female,4,-1,9,1,1,9/22/2014 7:44,9/28/2014 3:12
25,F,Caucasian,25 - 45,Low,Female,0,0,4,1,1,3/13/2013 1:15,3/13/2013 5:55
32,F,Caucasian,25 - 45,Low,Female,4,-1,2,0,0,1/15/2014 5:18,1/15/2014 9:27
37,F,African-American,25 - 45,High,Male,20,0,9,1,1,4/26/2013 3:44,6/1/2013 3:07
24,F,African-American,Less than 25,Low,Male,1,-1,3,1,1,8/16/2013 6:16,8/18/2013 4:49
48,M,African-American,Greater than 45,Low,Male,0,0,1,0,0,3/15/2014 1:10,3/16/2014 1:46
35,F,African-American,25 - 45,Low,Male,1,0,2,0,0,12/16/2013 3:09,12/16/2013 8:23
21,F,African-American,Less than 25,Low,Male,1,-1,4,1,1,9/8/2013 1:03,9/9/2013 1:34
21,F,African-American,Less than 25,High,Female,0,-1,10,1,1,4/12/2013 5:21,5/15/2013 5:49
27,F,Caucasian,25 - 45,Low,Female,0,-1,2,1,1,9/24/2014 1:55,9/26/2014 9:22
22,F,African-American,Less than 25,Low,Male,0,-1,2,0,0,3/25/2014 3:44,3/26/2014 9:01
28,F,African-American,25 - 45,Medium,Male,4,0,5,0,0,4/5/2013 1:20,4/5/2013 1:32
26,M,African-American,25 - 45,Low,Male,0,-1,2,0,0,5/8/2013 4:58,5/9/2013 7:23
23,M,Other,Less than 25,Low,Male,0,-1,2,1,1,7/1/2014 3:22,7/2/2014 1:50
34,F,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,4/10/2013 11:41,4/11/2013 7:33
22,F,African-American,Less than 25,High,Male,3,-1,9,0,0,1/11/2013 5:12,2/14/2013 4:12
30,F,Other,25 - 45,Medium,Male,5,-1,5,1,1,5/18/2013 3:12,7/19/2013 12:34
44,F,Caucasian,25 - 45,Low,Male,5,0,2,0,0,3/3/2014 10:15,3/10/2014 10:03
57,F,Caucasian,Greater than 45,Low,Male,1,-1,2,0,0,11/24/2013 7:32,12/11/2013 11:30
22,F,African-American,Less than 25,High,Male,0,-1,8,1,1,4/18/2013 4:29,4/23/2013 7:35
24,F,African-American,Less than 25,High,Male,7,-1,8,1,1,5/18/2014 2:30,7/25/2014 5:53
20,F,Caucasian,Less than 25,Low,Male,0,-1,4,0,0,8/15/2013 11:34,8/16/2013 1:47
53,M,Hispanic,Greater than 45,Low,Male,1,-8,1,1,1,1/31/2013 1:20,2/2/2013 1:43
60,F,African-American,Greater than 45,Low,Male,13,-13,3,0,0,5/17/2013 8:51,5/18/2013 7:54
22,F,African-American,Less than 25,Medium,Female,2,-1,5,0,0,2/20/2014 1:45,2/21/2014 10:18
43,M,Hispanic,25 - 45,Low,Male,0,-1,1,0,0,3/10/2013 8:27,3/11/2013 7:22
72,F,Caucasian,Greater than 45,Low,Male,7,-1,4,0,0,9/22/2013 12:36,9/22/2013 2:15
33,F,African-American,25 - 45,Medium,Male,3,-1,5,1,1,6/27/2014 2:26,7/1/2014 1:30
24,F,African-American,Less than 25,Low,Male,1,-1,4,1,1,1/30/2013 3:09,1/30/2013 7:28
60,F,African-American,Greater than 45,Low,Male,0,-1,1,0,0,8/7/2013 9:07,3/13/2014 12:32
24,F,Caucasian,Less than 25,Medium,Male,3,-1,5,1,1,1/30/2014 5:52,2/6/2014 10:26
30,M,African-American,25 - 45,Low,Male,1,-5,4,0,0,6/14/2013 1:37,6/16/2013 7:28
43,M,Caucasian,25 - 45,Medium,Female,0,-1,6,0,0,11/2/2013 9:36,12/2/2013 8:15
48,M,Hispanic,Greater than 45,Low,Male,1,-8,1,0,0,2/17/2013 12:27,2/23/2013 8:12
54,M,Other,Greater than 45,Low,Male,0,0,1,0,0,2/11/2013 12:00,2/11/2013 7:22
45,M,African-American,Greater than 45,Low,Male,1,-1,1,0,0,8/24/2013 6:22,8/26/2013 8:51
36,F,Other,25 - 45,Low,Male,0,-1,4,0,0,3/18/2013 10:24,3/22/2013 5:52
31,M,Caucasian,25 - 45,Low,Male,1,0,1,1,0,8/26/2013 2:58,8/26/2013 1:26
40,M,African-American,25 - 45,Low,Male,0,-1,1,0,0,4/24/2013 5:34,4/26/2013 9:40
50,F,Caucasian,Greater than 45,Low,Male,1,-4,1,0,0,12/26/2013 9:12,12/28/2013 2:38
26,M,Other,25 - 45,Medium,Female,1,-24,6,0,0,6/1/2013 5:12,6/2/2013 1:56
41,F,African-American,25 - 45,Low,Male,7,0,4,0,0,9/4/2013 10:54,9/5/2013 7:50
34,F,Caucasian,25 - 45,Medium,Male,5,-1,6,1,1,9/24/2013 1:51,9/24/2013 8:05
28,F,Caucasian,25 - 45,Medium,Female,0,-1,6,0,0,5/27/2013 5:16,5/29/2013 5:22
23,F,Caucasian,Less than 25,High,Male,2,0,9,1,1,5/1/2013 3:49,5/1/2013 6:45
37,M,Hispanic,25 - 45,Low,Female,0,-2,1,1,1,2/1/2014 3:46,2/2/2014 8:45
35,M,Hispanic,25 - 45,Low,Male,5,-1,2,0,0,1/8/2013 2:08,1/8/2013 6:56
21,F,Caucasian,Less than 25,Medium,Male,1,-1,6,1,1,3/5/2014 8:32,4/23/2014 5:59
22,M,African-American,Less than 25,High,Female,2,-1,8,1,1,3/27/2013 10:41,5/1/2013 10:14
29,F,African-American,25 - 45,High,Male,6,-1,8,1,1,9/17/2013 11:51,10/23/2013 7:53
30,M,African-American,25 - 45,Low,Female,0,-2,2,0,0,11/2/2013 11:13,11/3/2013 1:50
45,M,Caucasian,Greater than 45,Low,Male,3,-1,3,1,1,5/21/2013 11:38,8/22/2013 9:33
24,F,African-American,Less than 25,Low,Female,2,-1,4,0,0,4/14/2013 1:58,4/15/2013 7:59
31,F,Caucasian,25 - 45,High,Male,4,0,8,1,1,1/13/2013 3:31,2/11/2013 7:30
56,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,11/19/2013 8:52,11/20/2013 8:31
24,F,African-American,Less than 25,High,Male,14,-1,10,1,1,5/17/2013 5:23,11/13/2013 5:58
38,F,African-American,25 - 45,Medium,Male,11,-1,6,0,0,8/2/2013 9:45,8/20/2013 10:59
51,F,African-American,Greater than 45,High,Male,22,-1,9,1,1,3/14/2013 12:00,4/18/2013 5:56
22,F,Caucasian,Less than 25,Low,Male,0,-1,3,0,0,4/10/2013 7:51,4/11/2013 7:48
28,M,African-American,25 - 45,High,Male,5,-1,8,0,0,10/10/2013 6:23,10/11/2013 8:20
47,F,African-American,Greater than 45,High,Male,19,-1,8,1,1,5/8/2013 3:31,12/6/2013 12:09
51,M,African-American,Greater than 45,Low,Male,0,-1,4,1,1,12/31/2013 4:39,1/30/2014 10:05
25,M,Caucasian,25 - 45,Low,Male,1,0,3,0,0,4/23/2013 2:54,6/4/2013 9:05
53,F,Hispanic,Greater than 45,Low,Male,1,-1,1,0,0,2/3/2013 4:59,2/4/2013 7:14
30,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,10/28/2013 4:30,10/30/2013 9:15
33,F,Caucasian,25 - 45,Medium,Male,0,0,6,1,1,4/19/2013 3:25,4/19/2013 7:26
35,F,African-American,25 - 45,Low,Male,5,-1,4,1,1,2/8/2013 1:19,9/21/2013 4:54
33,F,African-American,25 - 45,Low,Female,0,-1,2,0,0,12/26/2013 6:52,12/28/2013 1:05
59,M,Other,Greater than 45,Low,Male,1,-25,1,0,0,9/1/2013 10:54,9/2/2013 1:06
33,F,Caucasian,25 - 45,Medium,Female,1,-1,7,0,0,9/12/2013 10:04,12/6/2013 4:12
27,F,African-American,25 - 45,Medium,Male,2,-1,7,1,1,9/5/2013 3:29,1/15/2014 10:28
29,F,African-American,25 - 45,Medium,Female,9,-1,7,1,1,11/26/2013 10:27,12/11/2013 4:13
24,F,African-American,Less than 25,High,Male,3,-1,10,1,1,11/6/2013 6:35,12/20/2013 9:11
43,F,African-American,25 - 45,High,Male,5,-1,9,0,0,4/2/2013 11:44,4/3/2013 2:42
37,M,African-American,25 - 45,Medium,Male,11,-1,7,1,1,5/29/2014 8:59,5/30/2014 1:17
53,F,African-American,Greater than 45,Medium,Male,13,-1,7,0,0,4/3/2013 4:57,7/3/2013 10:10
26,F,African-American,25 - 45,High,Male,4,0,8,1,1,1/24/2014 4:45,1/25/2014 1:54
30,M,Caucasian,25 - 45,Low,Female,1,-27,3,0,0,8/14/2013 3:54,8/14/2013 8:26
27,F,African-American,25 - 45,Medium,Male,6,0,7,1,1,10/15/2013 7:16,10/17/2013 5:27
39,F,Caucasian,25 - 45,Medium,Male,9,-1,5,1,1,3/20/2013 8:06,3/21/2013 10:39
37,M,Caucasian,25 - 45,Low,Male,4,0,4,1,1,1/29/2013 3:26,1/29/2013 9:19
22,M,Caucasian,Less than 25,High,Male,3,0,10,1,1,1/18/2014 12:18,1/29/2014 3:44
25,F,Caucasian,25 - 45,Medium,Male,0,-1,6,0,0,10/11/2013 6:21,10/13/2013 7:53
26,F,Hispanic,25 - 45,Medium,Male,1,0,5,0,0,8/30/2013 11:51,8/31/2013 1:57
28,M,Caucasian,25 - 45,Medium,Female,0,-2,6,0,0,1/26/2013 4:03,1/27/2013 2:03
25,M,African-American,25 - 45,Medium,Male,0,-1,5,1,1,3/8/2014 4:53,3/10/2014 3:28
58,F,Caucasian,Greater than 45,Low,Male,1,-1,1,0,0,1/11/2013 5:59,1/14/2013 11:02
29,M,Caucasian,25 - 45,Medium,Female,1,-2,5,1,1,6/1/2014 3:16,6/3/2014 10:28
33,F,African-American,25 - 45,Medium,Male,8,0,5,0,0,1/3/2014 6:25,1/6/2014 1:29
38,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,1/18/2014 1:29,1/19/2014 9:10
38,F,Caucasian,25 - 45,Low,Male,2,-21,3,0,0,12/18/2013 8:35,1/6/2014 9:27
59,F,African-American,Greater than 45,Medium,Male,22,-1,6,1,1,1/23/2013 4:45,4/2/2013 10:35
29,M,Other,25 - 45,Medium,Male,4,-1,5,1,1,2/7/2013 11:48,2/8/2013 7:49
53,M,Caucasian,Greater than 45,Low,Male,0,-1,2,1,1,7/4/2014 10:27,7/8/2014 9:34
33,F,African-American,25 - 45,High,Male,2,-1,8,1,1,11/13/2014 12:10,11/14/2014 8:36
58,M,Caucasian,Greater than 45,Low,Male,1,-1,1,0,0,1/19/2014 9:53,1/20/2014 8:18
53,F,Caucasian,Greater than 45,Low,Male,2,-1,4,0,0,4/11/2013 11:19,5/22/2013 2:10
32,M,Caucasian,25 - 45,Medium,Male,0,-1,6,1,1,11/3/2014 11:44,11/21/2014 10:13
35,F,African-American,25 - 45,High,Male,6,-1,8,1,1,5/28/2014 7:21,6/8/2014 4:15
39,F,Caucasian,25 - 45,Low,Male,1,-1,1,0,0,9/29/2013 4:31,9/30/2013 8:43
36,M,Hispanic,25 - 45,High,Male,1,-14,9,0,0,2/8/2013 7:10,2/22/2013 10:51
42,M,Caucasian,25 - 45,Low,Female,5,-1,4,1,1,4/6/2013 5:11,4/12/2013 9:28
37,M,African-American,25 - 45,Low,Male,0,-1,2,0,0,3/1/2013 7:33,3/2/2013 1:13
39,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,5/12/2013 9:23,5/15/2013 10:49
52,M,Caucasian,Greater than 45,Low,Female,3,-25,1,0,0,11/1/2013 3:19,11/1/2013 7:54
60,M,Other,Greater than 45,Low,Male,1,-1,1,0,0,2/22/2014 5:53,2/23/2014 8:19
37,M,Hispanic,25 - 45,Low,Male,2,-1,1,1,0,5/28/2013 3:04,5/29/2013 2:34
42,F,Caucasian,25 - 45,Low,Male,4,-1,1,1,1,3/25/2013 10:40,4/12/2013 5:43
23,F,African-American,Less than 25,Medium,Male,6,0,6,1,1,4/26/2013 5:16,4/27/2013 7:43
42,M,African-American,25 - 45,Low,Female,0,-1,1,1,1,12/21/2014 11:22,12/22/2014 1:15
28,F,African-American,25 - 45,Low,Male,5,0,4,0,0,8/7/2013 1:24,8/7/2013 11:21
38,F,Caucasian,25 - 45,Medium,Male,12,-1,5,0,0,5/2/2013 9:10,5/3/2013 7:35
43,F,African-American,25 - 45,Low,Female,2,-1,2,1,1,2/3/2014 5:19,2/5/2014 3:43
42,F,African-American,25 - 45,Medium,Male,0,-1,5,0,0,10/18/2013 10:21,10/19/2013 8:50
